"region1","year","co2","pop","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"Latin America and the Carribean",1983,853860.609333333,371362126.666666,3022057.21003399,8142.33385929196,2.30023643560813,14881988.5506667
"Latin America and the Carribean",1984,851616.177666667,379518581.333333,3026147.50047566,7975.44774285453,2.24519260970274,15733604.7283333
"Latin America and the Carribean",1985,849896.086,387586715.333333,3066805.02400966,7911.34296883384,2.19289212567711,16583500.8143333
"Latin America and the Carribean",1986,870695.238666667,395659885.333333,3175713.271361,8024.85707552058,2.20023562956701,17454196.053
"Latin America and the Carribean",1987,904802.592333333,403846987.666666,3283259.23001566,8128.23745896666,2.23977453593512,18358998.6453333
"Latin America and the Carribean",1988,937963.938333333,412172259,3372963.92393233,8183.3687338185,2.27518997615205,19296962.5836667
"Latin America and the Carribean",1989,966761.708,420496936,3432074.90305166,8162.93630954352,2.2990371284184,20263724.2916667
"Latin America and the Carribean",1990,983753.559,428705161.666666,3462217.25044066,8077.06758996097,2.29482820021314,21247477.8506667
"Latin America and the Carribean",1991,1000185.58166667,436952749,3534350.92778023,8088.00704910731,2.28912190316087,22247663.4323333
"Latin America and the Carribean",1992,1014750.20766667,445276687.333333,3642254.02384042,8177.3701677592,2.27897929154785,23262413.64
"Latin America and the Carribean",1993,1039045.08866667,451881268.333333,3792426.23088337,8390.77308717591,2.29918680966878,24301458.7286667
"Latin America and the Carribean",1994,1063270.625,458235775.666666,3960688.67976863,8641.07461921074,2.32011059551586,25364729.3536667
"Latin America and the Carribean",1995,1089082.04733333,464332292.333333,4107419.01383803,8843.95234076187,2.34544601793857,26453811.401
"Latin America and the Carribean",1996,1117710.419,471987841,4265302.30909393,9035.49797236396,2.36775450051352,27571521.82
"Latin America and the Carribean",1997,1164388.41333333,479551532,4441007.11722853,9257.42900952326,2.42715862846427,28735910.2333333
"Latin America and the Carribean",1998,1232292.62666667,487026326.666666,4636379.72720896,9516.97782331408,2.52899228500398,29968202.86
"Latin America and the Carribean",1999,1282732.55533333,494409546.333333,4786119.41379092,9680.0608626461,2.59407565350981,31250935.4153333
"Latin America and the Carribean",2000,1312279.61033333,501684533,4923603.92460952,9812.9197486588,2.61605112189523,32563215.0256667
"Latin America and the Carribean",2001,1314403.15,508811525.666666,5039197.55872505,9902.33940404934,2.58350340675237,33877618.1756667
"Latin America and the Carribean",2002,1330458.66533333,515814493,5160550.75783663,10004.7010266956,2.57932931024354,35208076.841
"Latin America and the Carribean",2003,1353639.85866667,522716579.666666,5253082.04303231,10049.0496804687,2.58934328760599,36561716.6996667
"Latin America and the Carribean",2004,1388526.84666667,529557974.666666,5444419.89723034,10278.0353083478,2.62178445264095,37950243.5463333
"Latin America and the Carribean",2005,1430789.043,536339352.333333,5719468.75697764,10659.6905803562,2.66724174815432,39381032.5893333
